Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
QCL,Crops and livestock products,170,Colombia,5312,Area harvested,1231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2023,2023,ha,8284,A,Official figure,
QCL,Crops and livestock products,170,Colombia,5312,Area harvested,1640,Cocoa beans,2023,2023,ha,190800,A,Official figure,
QCL,Crops and livestock products,170,Colombia,5312,Area harvested,1460,"Coconuts, in shell",2023,2023,ha,17328,A,Official figure,
QCL,Crops and livestock products,170,Colombia,5312,Area harvested,1610,"Coffee, green",2023,2023,ha,841354,A,Official figure,
QCL,Crops and livestock products,170,Colombia,5312,Area harvested,1232,Cucumbers and gherkins,2023,2023,ha,2263,A,Official figure,
QCL,Crops and livestock products,170,Colombia,5312,Area harvested,1314,Dates,2023,2023,ha,7,A,Official figure,
QCL,Crops and livestock products,170,Colombia,5312,Area harvested,1599.1,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2023,2023,ha,8506,A,Official figure,
QCL,Crops and livestock products,170,Colombia,5312,Area harvested,1233,Eggplants (aubergines),2023,2023,ha,1339,A,Official figure,
QCL,Crops and livestock products,170,Colombia,5312,Area harvested,1315,Figs,2023,2023,ha,101,A,Official figure,
QCL,Crops and livestock products,170,Colombia,5312,Area harvested,1330,Grapes,2023,2023,ha,2984,A,Official figure,
QCL,Crops and livestock products,170,Colombia,5312,Area harvested,1252,Green garlic,2023,2023,ha,787,A,Official figure,
QCL,Crops and livestock products,170,Colombia,5312,Area harvested,142,"Groundnuts, excluding shelled",2023,2023,ha,1698,A,Official figure,
QCL,Crops and livestock products,170,Colombia,5312,Area harvested,1322,Lemons and limes,2023,2023,ha,41479,A,Official figure,
QCL,Crops and livestock products,170,Colombia,5312,Area harvested,1704,"Lentils, dry",2023,2023,ha,4507,E,Estimated value,
QCL,Crops and livestock products,170,Colombia,5312,Area harvested,1214,Lettuce and chicory,2023,2023,ha,4892,A,Official figure,
QCL,Crops and livestock products,170,Colombia,5312,Area harvested,112,Maize (corn),2023,2023,ha,427504,A,Official figure,
QCL,Crops and livestock products,170,Colombia,5312,Area harvested,1316,"Mangoes, guavas and mangosteens",2023,2023,ha,49397,A,Official figure,
QCL,Crops and livestock products,170,Colombia,5312,Area harvested,1950.01,Natural rubber in primary forms,2023,2023,ha,19872,A,Official figure,
QCL,Crops and livestock products,170,Colombia,5312,Area harvested,117,Oats,2023,2023,ha,,M,Missing value; data cannot exist,
QCL,Crops and livestock products,170,Colombia,5312,Area harvested,1491.01,Oil palm fruit,2023,2023,ha,502624,A,Official figure,
QCL,Crops and livestock products,170,Colombia,5312,Area harvested,1253.02,"Onions and shallots, dry (excluding dehydrated)",2023,2023,ha,26206,A,Official figure,
QCL,Crops and livestock products,170,Colombia,5312,Area harvested,1323,Oranges,2023,2023,ha,46467,A,Official figure,
QCL,Crops and livestock products,170,Colombia,5312,Area harvested,1329,"Other citrus fruit, n.e.c.",2023,2023,ha,,M,Missing value; data cannot exist,
QCL,Crops and livestock products,170,Colombia,5312,Area harvested,1359.9,"Other fruits, n.e.c.",2023,2023,ha,92794,A,Official figure,
QCL,Crops and livestock products,170,Colombia,5312,Area harvested,1379.9,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2023,2023,ha,463,A,Official figure,
QCL,Crops and livestock products,170,Colombia,5312,Area harvested,1699,"Other stimulant, spice and aromatic crops, n.e.c.",2023,2023,ha,3636,A,Official figure,
QCL,Crops and livestock products,170,Colombia,5312,Area harvested,1319,"Other tropical fruits, n.e.c.",2023,2023,ha,58185,E,Estimated value,
QCL,Crops and livestock products,170,Colombia,5312,Area harvested,1290.9,"Other vegetables, fresh n.e.c.",2023,2023,ha,16212,A,Official figure,
QCL,Crops and livestock products,170,Colombia,5312,Area harvested,1317,Papayas,2023,2023,ha,8085,A,Official figure,
QCL,Crops and livestock products,170,Colombia,5312,Area harvested,1345,Peaches and nectarines,2023,2023,ha,2016,A,Official figure,
QCL,Crops and livestock products,170,Colombia,5312,Area harvested,1342.01,Pears,2023,2023,ha,1711,A,Official figure,
QCL,Crops and livestock products,170,Colombia,5312,Area harvested,1705,"Peas, dry",2023,2023,ha,26726,A,Official figure,
QCL,Crops and livestock products,170,Colombia,5312,Area harvested,1242,"Peas, green",2023,2023,ha,,M,Missing value; data cannot exist,
QCL,Crops and livestock products,170,Colombia,5312,Area harvested,1707,"Pigeon peas, dry",2023,2023,ha,572,A,Official figure,
QCL,Crops and livestock products,170,Colombia,5312,Area harvested,1318,Pineapples,2023,2023,ha,22526,A,Official figure,
QCL,Crops and livestock products,170,Colombia,5312,Area harvested,1313,Plantains and cooking bananas,2023,2023,ha,279229,A,Official figure,
QCL,Crops and livestock products,170,Colombia,5312,Area harvested,1346,Plums and sloes,2023,2023,ha,1371,A,Official figure,
QCL,Crops and livestock products,170,Colombia,5312,Area harvested,1510,Potatoes,2023,2023,ha,112975,A,Official figure,
QCL,Crops and livestock products,170,Colombia,5312,Area harvested,1235,"Pumpkins, squash and gourds",2023,2023,ha,15940,A,Official figure,
QCL,Crops and livestock products,170,Colombia,5312,Area harvested,1443,Rape or colza seed,2023,2023,ha,,M,Missing value; data cannot exist,
QCL,Crops and livestock products,170,Colombia,5312,Area harvested,113,Rice,2023,2023,ha,667500,A,Official figure,
QCL,Crops and livestock products,170,Colombia,5312,Area harvested,1921.01,"Seed cotton, unginned",2023,2023,ha,12152,A,Official figure,
QCL,Crops and livestock products,170,Colombia,5312,Area harvested,1444,Sesame seed,2023,2023,ha,4875,A,Official figure,
QCL,Crops and livestock products,170,Colombia,5312,Area harvested,114,Sorghum,2023,2023,ha,4250,A,Official figure,
QCL,Crops and livestock products,170,Colombia,5312,Area harvested,141,Soya beans,2023,2023,ha,87300,A,Official figure,
QCL,Crops and livestock products,170,Colombia,5312,Area harvested,1215,Spinach,2023,2023,ha,274,A,Official figure,
QCL,Crops and livestock products,170,Colombia,5312,Area harvested,1354,Strawberries,2023,2023,ha,3243,A,Official figure,
QCL,Crops and livestock products,170,Colombia,5312,Area harvested,1801,Sugar beet,2023,2023,ha,1182,E,Estimated value,
QCL,Crops and livestock products,170,Colombia,5312,Area harvested,1802,Sugar cane,2023,2023,ha,353571,A,Official figure,
QCL,Crops and livestock products,170,Colombia,5312,Area harvested,1445,Sunflower seed,2023,2023,ha,,M,Missing value; data cannot exist,
QCL,Crops and livestock products,170,Colombia,5312,Area harvested,1324,"Tangerines, mandarins, clementines",2023,2023,ha,19630,A,Official figure,
QCL,Crops and livestock products,170,Colombia,5312,Area harvested,1620,Tea leaves,2023,2023,ha,90,A,Official figure,
QCL,Crops and livestock products,170,Colombia,5312,Area harvested,1234,Tomatoes,2023,2023,ha,17355,A,Official figure,
QCL,Crops and livestock products,170,Colombia,5312,Area harvested,1970,Unmanufactured tobacco,2023,2023,ha,2298,A,Official figure,
QCL,Crops and livestock products,170,Colombia,5312,Area harvested,1221,Watermelons,2023,2023,ha,12923,A,Official figure,
QCL,Crops and livestock products,170,Colombia,5312,Area harvested,111,Wheat,2023,2023,ha,2910,A,Official figure,
QCL,Crops and livestock products,170,Colombia,5312,Area harvested,1540,Yams,2023,2023,ha,35725,A,Official figure,
QCL,Crops and livestock products,174,Comoros,5312,Area harvested,1312,Bananas,2023,2023,ha,14439,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,174,Comoros,5312,Area harvested,1520.01,"Cassava, fresh",2023,2023,ha,9730,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,174,Comoros,5312,Area harvested,1656,"Cloves (whole stems), raw",2023,2023,ha,35016,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,174,Comoros,5312,Area harvested,1640,Cocoa beans,2023,2023,ha,130,E,Estimated value,
QCL,Crops and livestock products,174,Comoros,5312,Area harvested,1460,"Coconuts, in shell",2023,2023,ha,37264,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,174,Comoros,5312,Area harvested,1610,"Coffee, green",2023,2023,ha,993,E,Estimated value,
QCL,Crops and livestock products,174,Comoros,5312,Area harvested,1232,Cucumbers and gherkins,2023,2023,ha,196,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,174,Comoros,5312,Area harvested,142,"Groundnuts, excluding shelled",2023,2023,ha,5530,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,174,Comoros,5312,Area harvested,112,Maize (corn),2023,2023,ha,11389,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,174,Comoros,5312,Area harvested,1253.01,"Onions and shallots, green",2023,2023,ha,640,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,174,Comoros,5312,Area harvested,1359.9,"Other fruits, n.e.c.",2023,2023,ha,804,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,174,Comoros,5312,Area harvested,1709.9,Other pulses n.e.c.,2023,2023,ha,13605,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,174,Comoros,5312,Area harvested,1699,"Other stimulant, spice and aromatic crops, n.e.c.",2023,2023,ha,53,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,174,Comoros,5312,Area harvested,1290.9,"Other vegetables, fresh n.e.c.",2023,2023,ha,661,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,174,Comoros,5312,Area harvested,1707,"Pigeon peas, dry",2023,2023,ha,519,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,174,Comoros,5312,Area harvested,1510,Potatoes,2023,2023,ha,236,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,174,Comoros,5312,Area harvested,113,Rice,2023,2023,ha,17,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,174,Comoros,5312,Area harvested,1929.05,"Sisal, raw",2023,2023,ha,,M,Missing value; data cannot exist,
QCL,Crops and livestock products,174,Comoros,5312,Area harvested,1530,Sweet potatoes,2023,2023,ha,2321,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,174,Comoros,5312,Area harvested,1550,Taro,2023,2023,ha,1677,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,174,Comoros,5312,Area harvested,1234,Tomatoes,2023,2023,ha,1300,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,174,Comoros,5312,Area harvested,1658,"Vanilla, raw",2023,2023,ha,1044,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,174,Comoros,5312,Area harvested,1540,Yams,2023,2023,ha,5518,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,178,Congo,5312,Area harvested,1311,Avocados,2023,2023,ha,1222,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,178,Congo,5312,Area harvested,1312,Bananas,2023,2023,ha,12644,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,178,Congo,5312,Area harvested,1701,"Beans, dry",2023,2023,ha,5428,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,178,Congo,5312,Area harvested,1212,Cabbages,2023,2023,ha,112,E,Estimated value,
QCL,Crops and livestock products,178,Congo,5312,Area harvested,1251,Carrots and turnips,2023,2023,ha,81,E,Estimated value,
QCL,Crops and livestock products,178,Congo,5312,Area harvested,1219.01,Cassava leaves,2023,2023,ha,,M,Missing value; data cannot exist,
QCL,Crops and livestock products,178,Congo,5312,Area harvested,1520.01,"Cassava, fresh",2023,2023,ha,154302,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,178,Congo,5312,Area harvested,1199.9,Cereals n.e.c.,2023,2023,ha,3666,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,178,Congo,5312,Area harvested,1640,Cocoa beans,2023,2023,ha,35718,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,178,Congo,5312,Area harvested,1460,"Coconuts, in shell",2023,2023,ha,1382,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,178,Congo,5312,Area harvested,1610,"Coffee, green",2023,2023,ha,10428,E,Estimated value,
QCL,Crops and livestock products,178,Congo,5312,Area harvested,1599.1,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2023,2023,ha,8331,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,178,Congo,5312,Area harvested,1233,Eggplants (aubergines),2023,2023,ha,267,E,Estimated value,
QCL,Crops and livestock products,178,Congo,5312,Area harvested,142,"Groundnuts, excluding shelled",2023,2023,ha,49435,E,Estimated value,
QCL,Crops and livestock products,178,Congo,5312,Area harvested,1254,Leeks and other alliaceous vegetables,2023,2023,ha,419,E,Estimated value,
QCL,Crops and livestock products,178,Congo,5312,Area harvested,1322,Lemons and limes,2023,2023,ha,473,E,Estimated value,
QCL,Crops and livestock products,178,Congo,5312,Area harvested,1214,Lettuce and chicory,2023,2023,ha,22,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,178,Congo,5312,Area harvested,112,Maize (corn),2023,2023,ha,13000,X,Figure from external organization,Unofficial figure
QCL,Crops and livestock products,178,Congo,5312,Area harvested,1316,"Mangoes, guavas and mangosteens",2023,2023,ha,4991,E,Estimated value,
QCL,Crops and livestock products,178,Congo,5312,Area harvested,1449.01,Melonseed,2023,2023,ha,7720,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,178,Congo,5312,Area harvested,118,Millet,2023,2023,ha,16009,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,178,Congo,5312,Area harvested,1950.01,Natural rubber in primary forms,2023,2023,ha,2633,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,178,Congo,5312,Area harvested,1491.01,Oil palm fruit,2023,2023,ha,12380,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,178,Congo,5312,Area harvested,1239.01,Okra,2023,2023,ha,521,E,Estimated value,
QCL,Crops and livestock products,178,Congo,5312,Area harvested,1253.02,"Onions and shallots, dry (excluding dehydrated)",2023,2023,ha,59,E,Estimated value,
QCL,Crops and livestock products,178,Congo,5312,Area harvested,1323,Oranges,2023,2023,ha,573,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,178,Congo,5312,Area harvested,1241.9,"Other beans, green",2023,2023,ha,1096,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,178,Congo,5312,Area harvested,1359.9,"Other fruits, n.e.c.",2023,2023,ha,6306,E,Estimated value,
QCL,Crops and livestock products,178,Congo,5312,Area harvested,1290.9,"Other vegetables, fresh n.e.c.",2023,2023,ha,5673,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,178,Congo,5312,Area harvested,1317,Papayas,2023,2023,ha,229,E,Estimated value,
QCL,Crops and livestock products,178,Congo,5312,Area harvested,1705,"Peas, dry",2023,2023,ha,9481,E,Estimated value,
QCL,Crops and livestock products,178,Congo,5312,Area harvested,1318,Pineapples,2023,2023,ha,1021,E,Estimated value,
QCL,Crops and livestock products,178,Congo,5312,Area harvested,1313,Plantains and cooking bananas,2023,2023,ha,11552,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,178,Congo,5312,Area harvested,1321,Pomelos and grapefruits,2023,2023,ha,304,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,178,Congo,5312,Area harvested,1510,Potatoes,2023,2023,ha,825,E,Estimated value,
QCL,Crops and livestock products,178,Congo,5312,Area harvested,113,Rice,2023,2023,ha,1783,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,178,Congo,5312,Area harvested,1444,Sesame seed,2023,2023,ha,611,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,178,Congo,5312,Area harvested,1215,Spinach,2023,2023,ha,113,E,Estimated value,
QCL,Crops and livestock products,178,Congo,5312,Area harvested,1802,Sugar cane,2023,2023,ha,18231,E,Estimated value,
QCL,Crops and livestock products,178,Congo,5312,Area harvested,1530,Sweet potatoes,2023,2023,ha,1323,E,Estimated value,
QCL,Crops and livestock products,178,Congo,5312,Area harvested,1324,"Tangerines, mandarins, clementines",2023,2023,ha,656,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,178,Congo,5312,Area harvested,1234,Tomatoes,2023,2023,ha,824,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,178,Congo,5312,Area harvested,1970,Unmanufactured tobacco,2023,2023,ha,1114,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,178,Congo,5312,Area harvested,1540,Yams,2023,2023,ha,3359,E,Estimated value,
QCL,Crops and livestock products,184,Cook Islands,5312,Area harvested,1311,Avocados,2023,2023,ha,5,E,Estimated value,
QCL,Crops and livestock products,184,Cook Islands,5312,Area harvested,1312,Bananas,2023,2023,ha,3,E,Estimated value,
QCL,Crops and livestock products,184,Cook Islands,5312,Area harvested,1520.01,"Cassava, fresh",2023,2023,ha,0,E,Estimated value,
QCL,Crops and livestock products,184,Cook Islands,5312,Area harvested,1231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2023,2023,ha,0,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,184,Cook Islands,5312,Area harvested,1460,"Coconuts, in shell",2023,2023,ha,969,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,184,Cook Islands,5312,Area harvested,1610,"Coffee, green",2023,2023,ha,1,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,184,Cook Islands,5312,Area harvested,1599.1,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2023,2023,ha,,M,Missing value; data cannot exist,
QCL,Crops and livestock products,184,Cook Islands,5312,Area harvested,1322,Lemons and limes,2023,2023,ha,0,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,184,Cook Islands,5312,Area harvested,1316,"Mangoes, guavas and mangosteens",2023,2023,ha,29,E,Estimated value,
QCL,Crops and livestock products,184,Cook Islands,5312,Area harvested,1323,Oranges,2023,2023,ha,2,E,Estimated value,
QCL,Crops and livestock products,184,Cook Islands,5312,Area harvested,1359.9,"Other fruits, n.e.c.",2023,2023,ha,258,E,Estimated value,
QCL,Crops and livestock products,184,Cook Islands,5312,Area harvested,1290.9,"Other vegetables, fresh n.e.c.",2023,2023,ha,164,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,184,Cook Islands,5312,Area harvested,1317,Papayas,2023,2023,ha,70,E,Estimated value,
QCL,Crops and livestock products,184,Cook Islands,5312,Area harvested,1318,Pineapples,2023,2023,ha,6,E,Estimated value,
QCL,Crops and livestock products,184,Cook Islands,5312,Area harvested,1321,Pomelos and grapefruits,2023,2023,ha,0,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,184,Cook Islands,5312,Area harvested,1530,Sweet potatoes,2023,2023,ha,11,E,Estimated value,
QCL,Crops and livestock products,184,Cook Islands,5312,Area harvested,1324,"Tangerines, mandarins, clementines",2023,2023,ha,0,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,184,Cook Islands,5312,Area harvested,1550,Taro,2023,2023,ha,1,E,Estimated value,
QCL,Crops and livestock products,184,Cook Islands,5312,Area harvested,1234,Tomatoes,2023,2023,ha,10,E,Estimated value,
QCL,Crops and livestock products,184,Cook Islands,5312,Area harvested,1658,"Vanilla, raw",2023,2023,ha,0,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,184,Cook Islands,5312,Area harvested,1221,Watermelons,2023,2023,ha,3,E,Estimated value,
QCL,Crops and livestock products,188,Costa Rica,5312,Area harvested,1929.07,"Abaca, manila hemp, raw",2023,2023,ha,1079,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,188,Costa Rica,5312,Area harvested,1216,Artichokes,2023,2023,ha,6,E,Estimated value,
QCL,Crops and livestock products,188,Costa Rica,5312,Area harvested,1211,Asparagus,2023,2023,ha,32,E,Estimated value,
QCL,Crops and livestock products,188,Costa Rica,5312,Area harvested,1311,Avocados,2023,2023,ha,2703,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,188,Costa Rica,5312,Area harvested,1312,Bananas,2023,2023,ha,46366,A,Official figure,
QCL,Crops and livestock products,188,Costa Rica,5312,Area harvested,1701,"Beans, dry",2023,2023,ha,17468,A,Official figure,
QCL,Crops and livestock products,188,Costa Rica,5312,Area harvested,1212,Cabbages,2023,2023,ha,711,E,Estimated value,
QCL,Crops and livestock products,188,Costa Rica,5312,Area harvested,1229,Cantaloupes and other melons,2023,2023,ha,2380,A,Official figure,
QCL,Crops and livestock products,188,Costa Rica,5312,Area harvested,1251,Carrots and turnips,2023,2023,ha,844,E,Estimated value,
QCL,Crops and livestock products,188,Costa Rica,5312,Area harvested,1520.01,"Cassava, fresh",2023,2023,ha,9562,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,188,Costa Rica,5312,Area harvested,1213,Cauliflowers and broccoli,2023,2023,ha,52,E,Estimated value,
QCL,Crops and livestock products,188,Costa Rica,5312,Area harvested,1231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2023,2023,ha,178,E,Estimated value,
QCL,Crops and livestock products,188,Costa Rica,5312,Area harvested,1640,Cocoa beans,2023,2023,ha,6166,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,188,Costa Rica,5312,Area harvested,1460,"Coconuts, in shell",2023,2023,ha,1496,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,188,Costa Rica,5312,Area harvested,1610,"Coffee, green",2023,2023,ha,82539,A,Official figure,
QCL,Crops and livestock products,188,Costa Rica,5312,Area harvested,1232,Cucumbers and gherkins,2023,2023,ha,186,E,Estimated value,
QCL,Crops and livestock products,188,Costa Rica,5312,Area harvested,1599.1,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2023,2023,ha,1092,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,188,Costa Rica,5312,Area harvested,1233,Eggplants (aubergines),2023,2023,ha,19,E,Estimated value,
QCL,Crops and livestock products,188,Costa Rica,5312,Area harvested,1657,"Ginger, raw",2023,2023,ha,385,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,188,Costa Rica,5312,Area harvested,142,"Groundnuts, excluding shelled",2023,2023,ha,210,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,188,Costa Rica,5312,Area harvested,1254,Leeks and other alliaceous vegetables,2023,2023,ha,8,E,Estimated value,
QCL,Crops and livestock products,188,Costa Rica,5312,Area harvested,1322,Lemons and limes,2023,2023,ha,1705,E,Estimated value,
QCL,Crops and livestock products,188,Costa Rica,5312,Area harvested,1214,Lettuce and chicory,2023,2023,ha,201,E,Estimated value,
QCL,Crops and livestock products,188,Costa Rica,5312,Area harvested,112,Maize (corn),2023,2023,ha,3923,A,Official figure,
QCL,Crops and livestock products,188,Costa Rica,5312,Area harvested,1316,"Mangoes, guavas and mangosteens",2023,2023,ha,4169,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,188,Costa Rica,5312,Area harvested,1491.01,Oil palm fruit,2023,2023,ha,75865,A,Official figure,
QCL,Crops and livestock products,188,Costa Rica,5312,Area harvested,1253.02,"Onions and shallots, dry (excluding dehydrated)",2023,2023,ha,1447,A,Official figure,
QCL,Crops and livestock products,188,Costa Rica,5312,Area harvested,1253.01,"Onions and shallots, green",2023,2023,ha,15,E,Estimated value,
QCL,Crops and livestock products,188,Costa Rica,5312,Area harvested,1323,Oranges,2023,2023,ha,15307,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,188,Costa Rica,5312,Area harvested,1241.9,"Other beans, green",2023,2023,ha,469,E,Estimated value,
QCL,Crops and livestock products,188,Costa Rica,5312,Area harvested,1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2023,2023,ha,56,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,188,Costa Rica,5312,Area harvested,1359.9,"Other fruits, n.e.c.",2023,2023,ha,56446,E,Estimated value,
QCL,Crops and livestock products,188,Costa Rica,5312,Area harvested,1379.9,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2023,2023,ha,92,E,Estimated value,
QCL,Crops and livestock products,188,Costa Rica,5312,Area harvested,1449.9,"Other oil seeds, n.e.c.",2023,2023,ha,11467,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,188,Costa Rica,5312,Area harvested,1319,"Other tropical fruits, n.e.c.",2023,2023,ha,1070,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,188,Costa Rica,5312,Area harvested,1290.9,"Other vegetables, fresh n.e.c.",2023,2023,ha,3108,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,188,Costa Rica,5312,Area harvested,1317,Papayas,2023,2023,ha,1031,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,188,Costa Rica,5312,Area harvested,1651,"Pepper (Piper spp.), raw",2023,2023,ha,367,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,188,Costa Rica,5312,Area harvested,1318,Pineapples,2023,2023,ha,43000,A,Official figure,
QCL,Crops and livestock products,188,Costa Rica,5312,Area harvested,1313,Plantains and cooking bananas,2023,2023,ha,7004,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,188,Costa Rica,5312,Area harvested,1321,Pomelos and grapefruits,2023,2023,ha,2639,E,Estimated value,
QCL,Crops and livestock products,188,Costa Rica,5312,Area harvested,1510,Potatoes,2023,2023,ha,3104,A,Official figure,
QCL,Crops and livestock products,188,Costa Rica,5312,Area harvested,113,Rice,2023,2023,ha,14835,A,Official figure,
QCL,Crops and livestock products,188,Costa Rica,5312,Area harvested,1921.01,"Seed cotton, unginned",2023,2023,ha,908,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,188,Costa Rica,5312,Area harvested,1444,Sesame seed,2023,2023,ha,280,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,188,Costa Rica,5312,Area harvested,114,Sorghum,2023,2023,ha,,M,Missing value; data cannot exist,
QCL,Crops and livestock products,188,Costa Rica,5312,Area harvested,141,Soya beans,2023,2023,ha,,M,Missing value; data cannot exist,
QCL,Crops and livestock products,188,Costa Rica,5312,Area harvested,1215,Spinach,2023,2023,ha,12,E,Estimated value,
QCL,Crops and livestock products,188,Costa Rica,5312,Area harvested,1354,Strawberries,2023,2023,ha,156,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,188,Costa Rica,5312,Area harvested,1802,Sugar cane,2023,2023,ha,58917,A,Official figure,
QCL,Crops and livestock products,188,Costa Rica,5312,Area harvested,1530,Sweet potatoes,2023,2023,ha,671,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,188,Costa Rica,5312,Area harvested,1234,Tomatoes,2023,2023,ha,1092,E,Estimated value,
QCL,Crops and livestock products,188,Costa Rica,5312,Area harvested,1970,Unmanufactured tobacco,2023,2023,ha,8,E,Estimated value,
QCL,Crops and livestock products,188,Costa Rica,5312,Area harvested,1221,Watermelons,2023,2023,ha,1788,A,Official figure,
QCL,Crops and livestock products,188,Costa Rica,5312,Area harvested,1540,Yams,2023,2023,ha,1393,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,188,Costa Rica,5312,Area harvested,1591,Yautia,2023,2023,ha,949,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,384,Côte d'Ivoire,5312,Area harvested,1371,"Almonds, in shell",2023,2023,ha,2838,E,Estimated value,
QCL,Crops and livestock products,384,Côte d'Ivoire,5312,Area harvested,1311,Avocados,2023,2023,ha,5233,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,384,Côte d'Ivoire,5312,Area harvested,1312,Bananas,2023,2023,ha,11644,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,384,Côte d'Ivoire,5312,Area harvested,1701,"Beans, dry",2023,2023,ha,45157,E,Estimated value,
QCL,Crops and livestock products,384,Côte d'Ivoire,5312,Area harvested,1372,"Cashew nuts, in shell",2023,2023,ha,1421105,A,Official figure,
QCL,Crops and livestock products,384,Côte d'Ivoire,5312,Area harvested,1520.01,"Cassava, fresh",2023,2023,ha,1355147,E,Estimated value,
QCL,Crops and livestock products,384,Côte d'Ivoire,5312,Area harvested,1652,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2023,2023,ha,26534,E,Estimated value,
