Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QCL","Crops and livestock products","036","Australia","5312","Area harvested","01345","Peaches and nectarines","2020","2020","ha","11554","I","Imputed value"
"QCL","Crops and livestock products","036","Australia","5312","Area harvested","01342.01","Pears","2020","2020","ha","4751","I","Imputed value"
"QCL","Crops and livestock products","036","Australia","5312","Area harvested","01705","Peas, dry","2020","2020","ha","247616","A","Official figure"
"QCL","Crops and livestock products","036","Australia","5312","Area harvested","01242","Peas, green","2020","2020","ha","3989","I","Imputed value"
"QCL","Crops and livestock products","036","Australia","5312","Area harvested","01359.01","Persimmons","2020","2020","ha","95","E","Estimated value"
"QCL","Crops and livestock products","036","Australia","5312","Area harvested","01318","Pineapples","2020","2020","ha","2119","A","Official figure"
"QCL","Crops and livestock products","036","Australia","5312","Area harvested","01375","Pistachios, in shell","2020","2020","ha","1473","I","Imputed value"
"QCL","Crops and livestock products","036","Australia","5312","Area harvested","01346","Plums and sloes","2020","2020","ha","2958","I","Imputed value"
"QCL","Crops and livestock products","036","Australia","5312","Area harvested","01321","Pomelos and grapefruits","2020","2020","ha","794","E","Estimated value"
"QCL","Crops and livestock products","036","Australia","5312","Area harvested","01510","Potatoes","2020","2020","ha","27057","A","Official figure"
"QCL","Crops and livestock products","036","Australia","5312","Area harvested","01235","Pumpkins, squash and gourds","2020","2020","ha","4646","A","Official figure"
"QCL","Crops and livestock products","036","Australia","5312","Area harvested","01342.02","Quinces","2020","2020","ha","0","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","036","Australia","5312","Area harvested","01443","Rape or colza seed","2020","2020","ha","2034057","A","Official figure"
"QCL","Crops and livestock products","036","Australia","5312","Area harvested","01353.01","Raspberries","2020","2020","ha","235","E","Estimated value"
"QCL","Crops and livestock products","036","Australia","5312","Area harvested","0113","Rice","2020","2020","ha","5007","A","Official figure"
"QCL","Crops and livestock products","036","Australia","5312","Area harvested","0116","Rye","2020","2020","ha","39837","I","Imputed value"
"QCL","Crops and livestock products","036","Australia","5312","Area harvested","01446","Safflower seed","2020","2020","ha","6195","E","Estimated value"
"QCL","Crops and livestock products","036","Australia","5312","Area harvested","01921.01","Seed cotton, unginned","2020","2020","ha","69886","A","Official figure"
"QCL","Crops and livestock products","036","Australia","5312","Area harvested","0114","Sorghum","2020","2020","ha","204113","A","Official figure"
"QCL","Crops and livestock products","036","Australia","5312","Area harvested","0141","Soya beans","2020","2020","ha","9775","A","Official figure"
"QCL","Crops and livestock products","036","Australia","5312","Area harvested","01215","Spinach","2020","2020","ha","1589","E","Estimated value"
"QCL","Crops and livestock products","036","Australia","5312","Area harvested","01354","Strawberries","2020","2020","ha","2337","A","Official figure"
"QCL","Crops and livestock products","036","Australia","5312","Area harvested","01802","Sugar cane","2020","2020","ha","366426","A","Official figure"
"QCL","Crops and livestock products","036","Australia","5312","Area harvested","01445","Sunflower seed","2020","2020","ha","8536","A","Official figure"
"QCL","Crops and livestock products","036","Australia","5312","Area harvested","01530","Sweet potatoes","2020","2020","ha","2042","I","Imputed value"
"QCL","Crops and livestock products","036","Australia","5312","Area harvested","01324","Tangerines, mandarins, clementines","2020","2020","ha","5376","I","Imputed value"
"QCL","Crops and livestock products","036","Australia","5312","Area harvested","01234","Tomatoes","2020","2020","ha","3917","A","Official figure"
"QCL","Crops and livestock products","036","Australia","5312","Area harvested","01191","Triticale","2020","2020","ha","72800","A","Official figure"
"QCL","Crops and livestock products","036","Australia","5312","Area harvested","01970","Unmanufactured tobacco","2020","2020","ha","901","E","Estimated value"
"QCL","Crops and livestock products","036","Australia","5312","Area harvested","01709.01","Vetches","2020","2020","ha","36890","E","Estimated value"
"QCL","Crops and livestock products","036","Australia","5312","Area harvested","01376","Walnuts, in shell","2020","2020","ha","9082","I","Imputed value"
"QCL","Crops and livestock products","036","Australia","5312","Area harvested","01221","Watermelons","2020","2020","ha","3962","I","Imputed value"
"QCL","Crops and livestock products","036","Australia","5312","Area harvested","0111","Wheat","2020","2020","ha","9863184","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5312","Area harvested","01341","Apples","2020","2020","ha","6430","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5312","Area harvested","01343","Apricots","2020","2020","ha","830","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5312","Area harvested","01211","Asparagus","2020","2020","ha","740","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5312","Area harvested","01311","Avocados","2020","2020","ha","0","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5312","Area harvested","01312","Bananas","2020","2020","ha","0","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5312","Area harvested","0115","Barley","2020","2020","ha","134800","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5312","Area harvested","01355.01","Blueberries","2020","2020","ha","210","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5312","Area harvested","01702","Broad beans and horse beans, dry","2020","2020","ha","5530","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5312","Area harvested","01243","Broad beans and horse beans, green","2020","2020","ha","270","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5312","Area harvested","01212","Cabbages","2020","2020","ha","1290","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5312","Area harvested","01251","Carrots and turnips","2020","2020","ha","1870","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5312","Area harvested","01213","Cauliflowers and broccoli","2020","2020","ha","320","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5312","Area harvested","01199.90","Cereals n.e.c.","2020","2020","ha","10670","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5312","Area harvested","01344.02","Cherries","2020","2020","ha","280","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5312","Area harvested","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2020","2020","ha","160","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5312","Area harvested","01232","Cucumbers and gherkins","2020","2020","ha","370","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5312","Area harvested","01351.01","Currants","2020","2020","ha","310","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5312","Area harvested","01233","Eggplants (aubergines)","2020","2020","ha","10","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5312","Area harvested","01315","Figs","2020","2020","ha","0","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5312","Area harvested","26190.01","Flax, processed but not spun","2020","2020","ha","0","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5312","Area harvested","01330","Grapes","2020","2020","ha","46160","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5312","Area harvested","01252","Green garlic","2020","2020","ha","240","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5312","Area harvested","01659","Hop cones","2020","2020","ha","270","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5312","Area harvested","01254","Leeks and other alliaceous vegetables","2020","2020","ha","180","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5312","Area harvested","01322","Lemons and limes","2020","2020","ha","0","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5312","Area harvested","01214","Lettuce and chicory","2020","2020","ha","1430","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5312","Area harvested","01441","Linseed","2020","2020","ha","1180","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5312","Area harvested","01709.02","Lupins","2020","2020","ha","240","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5312","Area harvested","0112","Maize (corn)","2020","2020","ha","212600","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5312","Area harvested","01199.02","Mixed grain","2020","2020","ha","4070","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5312","Area harvested","0117","Oats","2020","2020","ha","20140","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5312","Area harvested","01450","Olives","2020","2020","ha","0","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2020","2020","ha","3410","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5312","Area harvested","01323","Oranges","2020","2020","ha","0","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5312","Area harvested","01241.90","Other beans, green","2020","2020","ha","1070","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5312","Area harvested","01329","Other citrus fruit, n.e.c.","2020","2020","ha","0","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5312","Area harvested","01449.90","Other oil seeds, n.e.c.","2020","2020","ha","40780","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5312","Area harvested","01709.90","Other pulses n.e.c.","2020","2020","ha","7230","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","2020","2020","ha","790","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5312","Area harvested","01345","Peaches and nectarines","2020","2020","ha","180","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5312","Area harvested","01342.01","Pears","2020","2020","ha","540","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5312","Area harvested","01705","Peas, dry","2020","2020","ha","5650","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5312","Area harvested","01242","Peas, green","2020","2020","ha","2170","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5312","Area harvested","01346","Plums and sloes","2020","2020","ha","210","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5312","Area harvested","01321","Pomelos and grapefruits","2020","2020","ha","0","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5312","Area harvested","01510","Potatoes","2020","2020","ha","24260","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5312","Area harvested","01235","Pumpkins, squash and gourds","2020","2020","ha","850","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5312","Area harvested","01443","Rape or colza seed","2020","2020","ha","31800","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5312","Area harvested","01353.01","Raspberries","2020","2020","ha","100","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5312","Area harvested","0116","Rye","2020","2020","ha","42740","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5312","Area harvested","0114","Sorghum","2020","2020","ha","4640","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5312","Area harvested","01344.01","Sour cherries","2020","2020","ha","20","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5312","Area harvested","0141","Soya beans","2020","2020","ha","68500","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5312","Area harvested","01215","Spinach","2020","2020","ha","640","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5312","Area harvested","01354","Strawberries","2020","2020","ha","1180","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5312","Area harvested","01801","Sugar beet","2020","2020","ha","26320","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5312","Area harvested","01445","Sunflower seed","2020","2020","ha","23480","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5312","Area harvested","01324","Tangerines, mandarins, clementines","2020","2020","ha","0","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5312","Area harvested","01234","Tomatoes","2020","2020","ha","200","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5312","Area harvested","01191","Triticale","2020","2020","ha","56210","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5312","Area harvested","01929.02","True hemp, raw or retted","2020","2020","ha","2140","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5312","Area harvested","01376","Walnuts, in shell","2020","2020","ha","180","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5312","Area harvested","01221","Watermelons","2020","2020","ha","40","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5312","Area harvested","0111","Wheat","2020","2020","ha","279020","A","Official figure"
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01371","Almonds, in shell","2020","2020","ha","944","A","Official figure"
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01341","Apples","2020","2020","ha","29334","A","Official figure"
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01343","Apricots","2020","2020","ha","3366","A","Official figure"
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","0115","Barley","2020","2020","ha","344999","A","Official figure"
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01701","Beans, dry","2020","2020","ha","2990","A","Official figure"
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01702","Broad beans and horse beans, dry","2020","2020","ha","127","A","Official figure"
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01212","Cabbages","2020","2020","ha","4323","A","Official figure"
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01229","Cantaloupes and other melons","2020","2020","ha","5561","A","Official figure"
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01251","Carrots and turnips","2020","2020","ha","1185","A","Official figure"
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01344.02","Cherries","2020","2020","ha","1990","A","Official figure"
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01373","Chestnuts, in shell","2020","2020","ha","269","A","Official figure"
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2020","2020","ha","3699","A","Official figure"
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01355.02","Cranberries","2020","2020","ha","635","E","Estimated value"
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01232","Cucumbers and gherkins","2020","2020","ha","10974","A","Official figure"
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01351.01","Currants","2020","2020","ha","535","E","Estimated value"
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01233","Eggplants (aubergines)","2020","2020","ha","4293","A","Official figure"
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01315","Figs","2020","2020","ha","1905","A","Official figure"
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01330","Grapes","2020","2020","ha","14911","A","Official figure"
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01252","Green garlic","2020","2020","ha","2588","A","Official figure"
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01374","Hazelnuts, in shell","2020","2020","ha","44502","A","Official figure"
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01322","Lemons and limes","2020","2020","ha","456","A","Official figure"
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01704","Lentils, dry","2020","2020","ha","627","A","Official figure"
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01441","Linseed","2020","2020","ha","0","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","0112","Maize (corn)","2020","2020","ha","33681","A","Official figure"
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","0118","Millet","2020","2020","ha","101","A","Official figure"
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","0117","Oats","2020","2020","ha","5822","A","Official figure"
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01450","Olives","2020","2020","ha","4164","A","Official figure"
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2020","2020","ha","11688","A","Official figure"
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01253.01","Onions and shallots, green","2020","2020","ha","0","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01323","Oranges","2020","2020","ha","276","A","Official figure"
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01241.90","Other beans, green","2020","2020","ha","0","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2020","2020","ha","3506","A","Official figure"
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01329","Other citrus fruit, n.e.c.","2020","2020","ha","855","I","Imputed value"
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01359.90","Other fruits, n.e.c.","2020","2020","ha","16299","E","Estimated value"
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2020","2020","ha","4310","E","Estimated value"
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01449.90","Other oil seeds, n.e.c.","2020","2020","ha","10589","E","Estimated value"
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01709.90","Other pulses n.e.c.","2020","2020","ha","3081","A","Official figure"
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01699","Other stimulant, spice and aromatic crops, n.e.c.","2020","2020","ha","0","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","2020","2020","ha","6697","A","Official figure"
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01345","Peaches and nectarines","2020","2020","ha","5160","A","Official figure"
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01342.01","Pears","2020","2020","ha","5413","A","Official figure"
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01705","Peas, dry","2020","2020","ha","5668","A","Official figure"
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01242","Peas, green","2020","2020","ha","396","A","Official figure"
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01359.01","Persimmons","2020","2020","ha","11454","A","Official figure"
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01375","Pistachios, in shell","2020","2020","ha","9","A","Official figure"
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01346","Plums and sloes","2020","2020","ha","4643","A","Official figure"
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01510","Potatoes","2020","2020","ha","56987","A","Official figure"
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01235","Pumpkins, squash and gourds","2020","2020","ha","1299","A","Official figure"
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01342.02","Quinces","2020","2020","ha","3916","A","Official figure"
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01353.01","Raspberries","2020","2020","ha","2625","E","Estimated value"
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","0113","Rice","2020","2020","ha","3001","A","Official figure"
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","0116","Rye","2020","2020","ha","252","A","Official figure"
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01921.01","Seed cotton, unginned","2020","2020","ha","100226","A","Official figure"
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","0114","Sorghum","2020","2020","ha","131","A","Official figure"
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01344.01","Sour cherries","2020","2020","ha","5204","A","Official figure"
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","0141","Soya beans","2020","2020","ha","53","E","Estimated value"
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01801","Sugar beet","2020","2020","ha","4950","A","Official figure"
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01445","Sunflower seed","2020","2020","ha","10977","A","Official figure"
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01324","Tangerines, mandarins, clementines","2020","2020","ha","1708","A","Official figure"
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01620","Tea leaves","2020","2020","ha","620","A","Official figure"
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01234","Tomatoes","2020","2020","ha","19371","A","Official figure"
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01970","Unmanufactured tobacco","2020","2020","ha","3144","A","Official figure"
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01376","Walnuts, in shell","2020","2020","ha","3754","A","Official figure"
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01221","Watermelons","2020","2020","ha","14430","A","Official figure"
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","0111","Wheat","2020","2020","ha","588415","A","Official figure"
"QCL","Crops and livestock products","044","Bahamas","5312","Area harvested","01311","Avocados","2020","2020","ha","108","E","Estimated value"
"QCL","Crops and livestock products","044","Bahamas","5312","Area harvested","01312","Bananas","2020","2020","ha","415","I","Imputed value"
"QCL","Crops and livestock products","044","Bahamas","5312","Area harvested","01212","Cabbages","2020","2020","ha","55","E","Estimated value"
"QCL","Crops and livestock products","044","Bahamas","5312","Area harvested","01520.01","Cassava, fresh","2020","2020","ha","35","E","Estimated value"
"QCL","Crops and livestock products","044","Bahamas","5312","Area harvested","01460","Coconuts, in shell","2020","2020","ha","351","E","Estimated value"
"QCL","Crops and livestock products","044","Bahamas","5312","Area harvested","01322","Lemons and limes","2020","2020","ha","253","I","Imputed value"
"QCL","Crops and livestock products","044","Bahamas","5312","Area harvested","01214","Lettuce and chicory","2020","2020","ha","9","E","Estimated value"
"QCL","Crops and livestock products","044","Bahamas","5312","Area harvested","0112","Maize (corn)","2020","2020","ha","79","I","Imputed value"
"QCL","Crops and livestock products","044","Bahamas","5312","Area harvested","01316","Mangoes, guavas and mangosteens","2020","2020","ha","147","I","Imputed value"
"QCL","Crops and livestock products","044","Bahamas","5312","Area harvested","0118","Millet","2020","2020","ha","0","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","044","Bahamas","5312","Area harvested","01239.01","Okra","2020","2020","ha","19","I","Imputed value"
"QCL","Crops and livestock products","044","Bahamas","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2020","2020","ha","115","E","Estimated value"
"QCL","Crops and livestock products","044","Bahamas","5312","Area harvested","01253.01","Onions and shallots, green","2020","2020","ha","83","E","Estimated value"
"QCL","Crops and livestock products","044","Bahamas","5312","Area harvested","01323","Oranges","2020","2020","ha","162","I","Imputed value"
"QCL","Crops and livestock products","044","Bahamas","5312","Area harvested","01319","Other tropical fruits, n.e.c.","2020","2020","ha","709","E","Estimated value"
"QCL","Crops and livestock products","044","Bahamas","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","2020","2020","ha","2932","I","Imputed value"
"QCL","Crops and livestock products","044","Bahamas","5312","Area harvested","01317","Papayas","2020","2020","ha","36","I","Imputed value"
"QCL","Crops and livestock products","044","Bahamas","5312","Area harvested","01707","Pigeon peas, dry","2020","2020","ha","131","E","Estimated value"
"QCL","Crops and livestock products","044","Bahamas","5312","Area harvested","01313","Plantains and cooking bananas","2020","2020","ha","25","E","Estimated value"
"QCL","Crops and livestock products","044","Bahamas","5312","Area harvested","01321","Pomelos and grapefruits","2020","2020","ha","558","I","Imputed value"
"QCL","Crops and livestock products","044","Bahamas","5312","Area harvested","01510","Potatoes","2020","2020","ha","0","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","044","Bahamas","5312","Area harvested","01235","Pumpkins, squash and gourds","2020","2020","ha","109","I","Imputed value"
"QCL","Crops and livestock products","044","Bahamas","5312","Area harvested","01802","Sugar cane","2020","2020","ha","2476","I","Imputed value"
"QCL","Crops and livestock products","044","Bahamas","5312","Area harvested","01530","Sweet potatoes","2020","2020","ha","521","E","Estimated value"
"QCL","Crops and livestock products","044","Bahamas","5312","Area harvested","01324","Tangerines, mandarins, clementines","2020","2020","ha","43","E","Estimated value"
"QCL","Crops and livestock products","044","Bahamas","5312","Area harvested","01550","Taro","2020","2020","ha","0","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","044","Bahamas","5312","Area harvested","01234","Tomatoes","2020","2020","ha","120","I","Imputed value"
"QCL","Crops and livestock products","048","Bahrain","5312","Area harvested","01312","Bananas","2020","2020","ha","0","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","048","Bahrain","5312","Area harvested","01212","Cabbages","2020","2020","ha","27","A","Official figure"
"QCL","Crops and livestock products","048","Bahrain","5312","Area harvested","01229","Cantaloupes and other melons","2020","2020","ha","21","A","Official figure"
"QCL","Crops and livestock products","048","Bahrain","5312","Area harvested","01251","Carrots and turnips","2020","2020","ha","2","A","Official figure"
"QCL","Crops and livestock products","048","Bahrain","5312","Area harvested","01213","Cauliflowers and broccoli","2020","2020","ha","36","A","Official figure"
"QCL","Crops and livestock products","048","Bahrain","5312","Area harvested","01703","Chick peas, dry","2020","2020","ha","0","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","048","Bahrain","5312","Area harvested","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2020","2020","ha","20","A","Official figure"
"QCL","Crops and livestock products","048","Bahrain","5312","Area harvested","01232","Cucumbers and gherkins","2020","2020","ha","28","A","Official figure"
"QCL","Crops and livestock products","048","Bahrain","5312","Area harvested","01314","Dates","2020","2020","ha","2500","A","Official figure"
"QCL","Crops and livestock products","048","Bahrain","5312","Area harvested","01233","Eggplants (aubergines)","2020","2020","ha","21","A","Official figure"
"QCL","Crops and livestock products","048","Bahrain","5312","Area harvested","01330","Grapes","2020","2020","ha","49","I","Imputed value"
"QCL","Crops and livestock products","048","Bahrain","5312","Area harvested","01322","Lemons and limes","2020","2020","ha","93","I","Imputed value"
"QCL","Crops and livestock products","048","Bahrain","5312","Area harvested","01214","Lettuce and chicory","2020","2020","ha","24","A","Official figure"
"QCL","Crops and livestock products","048","Bahrain","5312","Area harvested","01239.01","Okra","2020","2020","ha","2","A","Official figure"
"QCL","Crops and livestock products","048","Bahrain","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2020","2020","ha","7","A","Official figure"
"QCL","Crops and livestock products","048","Bahrain","5312","Area harvested","01359.90","Other fruits, n.e.c.","2020","2020","ha","712","E","Estimated value"
"QCL","Crops and livestock products","048","Bahrain","5312","Area harvested","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2020","2020","ha","169","I","Imputed value"
"QCL","Crops and livestock products","048","Bahrain","5312","Area harvested","01709.90","Other pulses n.e.c.","2020","2020","ha","12","E","Estimated value"
"QCL","Crops and livestock products","048","Bahrain","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","2020","2020","ha","27","A","Official figure"
"QCL","Crops and livestock products","048","Bahrain","5312","Area harvested","01510","Potatoes","2020","2020","ha","1","A","Official figure"
"QCL","Crops and livestock products","048","Bahrain","5312","Area harvested","01235","Pumpkins, squash and gourds","2020","2020","ha","45","A","Official figure"
"QCL","Crops and livestock products","048","Bahrain","5312","Area harvested","01530","Sweet potatoes","2020","2020","ha","0","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","048","Bahrain","5312","Area harvested","01234","Tomatoes","2020","2020","ha","92","A","Official figure"
"QCL","Crops and livestock products","048","Bahrain","5312","Area harvested","01221","Watermelons","2020","2020","ha","4","E","Estimated value"
"QCL","Crops and livestock products","050","Bangladesh","5312","Area harvested","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2020","2020","ha","0","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","050","Bangladesh","5312","Area harvested","01379.01","Areca nuts","2020","2020","ha","428383","I","Imputed value"
"QCL","Crops and livestock products","050","Bangladesh","5312","Area harvested","01312","Bananas","2020","2020","ha","49280","A","Official figure"
"QCL","Crops and livestock products","050","Bangladesh","5312","Area harvested","0115","Barley","2020","2020","ha","146","A","Official figure"
"QCL","Crops and livestock products","050","Bangladesh","5312","Area harvested","01701","Beans, dry","2020","2020","ha","80532","A","Official figure"
